"O","H","L","C","V","T","BV","market"
808,809,800.5000001,804,90.36818819,"2018-02-22T23:00:00",72650.58230616,"USDT-ETH"
804,804,788,788.00000001,802.4851774,"2018-02-23T00:00:00",635749.33818525,"USDT-ETH"
791.00000001,801.09999999,788,801.09999999,454.80418008,"2018-02-23T01:00:00",361864.36834987,"USDT-ETH"
801.09999999,817.3,796.32973001,817,231.11455281,"2018-02-23T02:00:00",187284.90271311,"USDT-ETH"
815,839.99999991,807.54289547,835,277.19527507,"2018-02-23T03:00:00",228897.35590007,"USDT-ETH"
834.9,848.81499998,828.000001,832.30100001,320.28290535,"2018-02-23T04:00:00",269088.23906338,"USDT-ETH"
832.30100001,845,828.000001,828.000001,136.04945045,"2018-02-23T05:00:00",114063.28878897,"USDT-ETH"
828.000001,833.97860675,819.80198119,832.64528662,95.09718491,"2018-02-23T06:00:00",78407.30643345,"USDT-ETH"
832.64528662,838.96776925,825.49210366,836,123.71472094,"2018-02-23T07:00:00",102935.64552626,"USDT-ETH"
838.759435,849.39,838.759435,847.24111036,467.35196061,"2018-02-23T08:00:00",395552.2424958,"USDT-ETH"
847.24111036,860,845.24111036,859,318.03795676,"2018-02-23T09:00:00",270726.5584334,"USDT-ETH"
857.5000001,864.30209849,847.14837501,850.04469295,386.30763679,"2018-02-23T10:00:00",331221.69042077,"USDT-ETH"
850.04469295,874.549,847.32751049,869,324.97906545,"2018-02-23T11:00:00",282146.46217941,"USDT-ETH"
874,875,860,871,136.25879931,"2018-02-23T12:00:00",118025.64479651,"USDT-ETH"
871,874.99999989,864.45,872,144.96958073,"2018-02-23T13:00:00",126033.91982021,"USDT-ETH"
873,884.99999999,866.45200004,870,494.7677172,"2018-02-23T14:00:00",434628.34690033,"USDT-ETH"
870,875,860.51700001,865,213.0018317,"2018-02-23T15:00:00",184529.14263543,"USDT-ETH"
867.98898887,867.98898986,840,840,390.73587143,"2018-02-23T16:00:00",332625.64445994,"USDT-ETH"
840,850.09999999,837.51948806,846.75814439,63.78837562,"2018-02-23T17:00:00",53887.53710807,"USDT-ETH"
843.00000021,858.54999999,843,853,223.31534026,"2018-02-23T18:00:00",190390.13183403,"USDT-ETH"
853,857.52999999,835.07260136,837.71,60.10122415,"2018-02-23T19:00:00",50936.3220507,"USDT-ETH"
835.54718693,838,822.00008461,833,462.96418355,"2018-02-23T20:00:00",382845.46262642,"USDT-ETH"
833,842.543609,828.94506047,831.62113109,112.046273,"2018-02-23T21:00:00",93492.24562593,"USDT-ETH"
830,855.69491245,830,855.68491245,60.1080138,"2018-02-23T22:00:00",50710.2332917,"USDT-ETH"
855.68491245,858.55,848.837308,855.55,118.94705702,"2018-02-23T23:00:00",101789.33976493,"USDT-ETH"
854.95126263,868,850,864.07,414.50810147,"2018-02-24T00:00:00",356138.01551245,"USDT-ETH"
865.82819001,867.9999999,859.59999999,865.00000001,36.45648317,"2018-02-24T01:00:00",31472.77023854,"USDT-ETH"
867.9999999,876.62190476,863.68388276,874.1590498,92.84609275,"2018-02-24T02:00:00",80563.94045285,"USDT-ETH"
872.60559,872.76123427,856.68241594,869,164.77204637,"2018-02-24T03:00:00",142579.62704358,"USDT-ETH"
866.446,870.41265939,861.00000002,861.00000002,21.03627683,"2018-02-24T04:00:00",18245.58512214,"USDT-ETH"
863.3,870.40999993,862.00000001,869.98000007,37.29653812,"2018-02-24T05:00:00",32231.67600954,"USDT-ETH"
